source,campaign,influencer_id,user_id,product,date,orders,revenue
paid_ad,camp_2,,1599,Snack,2025-05-16 19:32:40.393104,1,499
paid_ad,camp_5,,480,Multivitamin,2025-07-18 19:32:40.393104,0,0
paid_ad,camp_3,,2000,Protein,2025-06-08 19:32:40.393104,0,0
influencer,camp_4,17,19,Supplement,2025-06-09 19:32:40.393104,0,0
organic,,,25,Snack,2025-05-26 19:32:40.393104,0,0
organic,,,188,Snack,2025-08-01 19:32:40.393104,0,0
organic,,,1128,Multivitamin,2025-05-20 19:32:40.393104,0,0
organic,,,1382,Supplement,2025-05-23 19:32:40.393104,0,0
influencer,camp_2,19,1314,Snack,2025-07-31 19:32:40.393104,0,0
influencer,camp_4,6,1770,Supplement,2025-05-27 19:32:40.393104,0,0
influencer,camp_5,8,1314,Snack,2025-08-05 19:32:40.393104,0,0
organic,,,1255,Protein,2025-07-02 19:32:40.393104,0,0
influencer,camp_2,19,1557,Protein,2025-07-21 19:32:40.393104,0,0
paid_ad,camp_2,,1034,Multivitamin,2025-05-20 19:32:40.393104,0,0
influencer,camp_2,15,412,Multivitamin,2025-07-03 19:32:40.393104,0,0
organic,,,1036,Multivitamin,2025-08-01 19:32:40.393104,0,0
influencer,camp_2,17,1099,Snack,2025-05-23 19:32:40.393104,0,0
influencer,camp_5,6,1810,Protein,2025-05-19 19:32:40.393104,0,0
organic,,,940,Protein,2025-08-05 19:32:40.393104,0,0
organic,,,1683,Multivitamin,2025-06-11 19:32:40.393104,0,0
organic,,,819,Protein,2025-06-16 19:32:40.393104,0,0
influencer,camp_5,1,1445,Supplement,2025-07-09 19:32:40.393104,0,0
paid_ad,camp_4,,1941,Protein,2025-08-08 19:32:40.393104,0,0
paid_ad,camp_5,,431,Protein,2025-05-23 19:32:40.393104,0,0
influencer,camp_2,16,810,Snack,2025-06-28 19:32:40.393104,0,0
organic,,,1792,Supplement,2025-05-14 19:32:40.393104,0,0
organic,,,210,Supplement,2025-07-29 19:32:40.393104,0,0
organic,,,1190,Supplement,2025-07-11 19:32:40.393104,0,0
influencer,camp_4,9,1197,Supplement,2025-08-05 19:32:40.393104,0,0
organic,,,326,Protein,2025-07-14 19:32:40.393104,0,0
influencer,camp_2,11,356,Snack,2025-07-13 19:32:40.393104,0,0
influencer,camp_1,10,565,Multivitamin,2025-06-04 19:32:40.393104,0,0
paid_ad,camp_4,,868,Snack,2025-06-27 19:32:40.393104,0,0
influencer,camp_1,11,1206,Protein,2025-08-08 19:32:40.393104,0,0
organic,,,1876,Supplement,2025-07-22 19:32:40.393104,0,0
influencer,camp_5,10,1996,Snack,2025-06-17 19:32:40.393104,0,0
organic,,,665,Multivitamin,2025-06-03 19:32:40.393104,0,0
organic,,,1552,Protein,2025-07-11 19:32:40.393104,0,0
influencer,camp_5,11,307,Supplement,2025-07-23 19:32:40.393104,0,0
influencer,camp_4,8,1238,Snack,2025-07-16 19:32:40.393104,0,0
organic,,,1229,Snack,2025-07-13 19:32:40.393104,0,0
influencer,camp_1,20,393,Multivitamin,2025-07-11 19:32:40.393104,0,0
influencer,camp_3,12,1553,Snack,2025-05-26 19:32:40.393104,0,0
influencer,camp_4,13,1325,Protein,2025-06-30 19:32:40.393104,0,0
influencer,camp_1,17,1995,Snack,2025-08-04 19:32:40.393104,0,0
influencer,camp_4,14,559,Multivitamin,2025-07-15 19:32:40.393104,0,0
organic,,,361,Multivitamin,2025-06-20 19:32:40.393104,0,0
organic,,,15,Multivitamin,2025-07-14 19:32:40.393104,0,0
paid_ad,camp_3,,1598,Multivitamin,2025-07-02 19:32:40.393104,0,0
paid_ad,camp_1,,990,Supplement,2025-06-01 19:32:40.393104,0,0
paid_ad,camp_1,,1776,Multivitamin,2025-07-29 19:32:40.393104,0,0
organic,,,272,Supplement,2025-08-11 19:32:40.393104,0,0
organic,,,446,Snack,2025-06-24 19:32:40.393104,0,0
influencer,camp_3,18,311,Multivitamin,2025-05-15 19:32:40.393104,0,0
paid_ad,camp_5,,125,Snack,2025-06-18 19:32:40.393104,1,999
organic,,,362,Supplement,2025-06-10 19:32:40.393104,0,0
organic,,,1063,Supplement,2025-07-03 19:32:40.393104,0,0
influencer,camp_3,10,1068,Supplement,2025-06-15 19:32:40.393104,0,0
paid_ad,camp_5,,1752,Supplement,2025-07-29 19:32:40.393104,0,0
influencer,camp_3,3,1179,Supplement,2025-07-12 19:32:40.393104,0,0
paid_ad,camp_4,,546,Supplement,2025-06-29 19:32:40.393104,0,0
organic,,,404,Snack,2025-05-19 19:32:40.393104,0,0
organic,,,718,Protein,2025-06-05 19:32:40.393104,0,0
organic,,,1106,Multivitamin,2025-08-03 19:32:40.393104,0,0
influencer,camp_2,11,1652,Protein,2025-05-17 19:32:40.393104,0,0
influencer,camp_3,4,1016,Protein,2025-07-17 19:32:40.393104,0,0
organic,,,588,Snack,2025-05-26 19:32:40.393104,0,0
paid_ad,camp_4,,327,Protein,2025-06-20 19:32:40.393104,0,0
organic,,,1423,Protein,2025-07-06 19:32:40.393104,0,0
paid_ad,camp_3,,112,Supplement,2025-07-10 19:32:40.393104,0,0
organic,,,421,Snack,2025-07-25 19:32:40.393104,0,0
organic,,,1188,Supplement,2025-06-14 19:32:40.393104,0,0
organic,,,1977,Protein,2025-06-08 19:32:40.393104,0,0
influencer,camp_5,9,863,Protein,2025-07-06 19:32:40.393104,0,0
paid_ad,camp_3,,1849,Snack,2025-06-01 19:32:40.393104,0,0
influencer,camp_4,15,384,Supplement,2025-08-09 19:32:40.393104,0,0
organic,,,751,Protein,2025-06-21 19:32:40.393104,0,0
organic,,,869,Snack,2025-06-07 19:32:40.393104,0,0
paid_ad,camp_5,,1403,Supplement,2025-08-10 19:32:40.393104,0,0
organic,,,1992,Snack,2025-06-20 19:32:40.393104,0,0
influencer,camp_1,9,443,Protein,2025-08-07 19:32:40.393104,0,0
paid_ad,camp_1,,1860,Snack,2025-07-17 19:32:40.393104,0,0
organic,,,1857,Snack,2025-06-16 19:32:40.393104,0,0
organic,,,1218,Supplement,2025-05-22 19:32:40.393104,0,0
influencer,camp_4,17,407,Multivitamin,2025-07-25 19:32:40.393104,0,0
influencer,camp_1,17,1332,Snack,2025-07-21 19:32:40.393104,0,0
organic,,,1873,Snack,2025-06-28 19:32:40.393104,0,0
influencer,camp_2,11,1938,Supplement,2025-05-25 19:32:40.393104,0,0
influencer,camp_5,19,701,Multivitamin,2025-07-02 19:32:40.393104,1,1499
organic,,,193,Supplement,2025-07-30 19:32:40.393104,0,0
organic,,,1982,Supplement,2025-06-03 19:32:40.393104,0,0
organic,,,1684,Supplement,2025-06-09 19:32:40.393104,0,0
organic,,,313,Snack,2025-06-11 19:32:40.393104,0,0
paid_ad,camp_1,,1808,Snack,2025-05-15 19:32:40.393104,0,0
influencer,camp_5,11,113,Protein,2025-06-14 19:32:40.393104,0,0
paid_ad,camp_2,,569,Protein,2025-05-20 19:32:40.393104,0,0
organic,,,1904,Multivitamin,2025-06-12 19:32:40.393104,0,0
paid_ad,camp_3,,1703,Protein,2025-07-23 19:32:40.393104,0,0
organic,,,128,Supplement,2025-08-11 19:32:40.393104,0,0
paid_ad,camp_2,,714,Supplement,2025-05-20 19:32:40.393104,0,0
organic,,,518,Supplement,2025-06-19 19:32:40.393104,0,0
organic,,,1492,Snack,2025-06-29 19:32:40.393104,0,0
organic,,,778,Snack,2025-06-07 19:32:40.393104,0,0
paid_ad,camp_4,,166,Snack,2025-07-06 19:32:40.393104,0,0
influencer,camp_5,12,553,Snack,2025-07-09 19:32:40.393104,0,0
organic,,,802,Multivitamin,2025-06-05 19:32:40.393104,0,0
organic,,,1376,Protein,2025-06-30 19:32:40.393104,0,0
influencer,camp_3,19,413,Multivitamin,2025-06-23 19:32:40.393104,0,0
influencer,camp_1,4,560,Multivitamin,2025-06-16 19:32:40.393104,0,0
organic,,,301,Protein,2025-07-01 19:32:40.393104,0,0
organic,,,1444,Multivitamin,2025-05-30 19:32:40.393104,0,0
influencer,camp_5,18,1190,Snack,2025-06-22 19:32:40.393104,0,0
paid_ad,camp_3,,1151,Snack,2025-06-06 19:32:40.393104,0,0
paid_ad,camp_2,,1946,Supplement,2025-07-08 19:32:40.393104,0,0
influencer,camp_1,7,212,Protein,2025-07-26 19:32:40.393104,0,0
influencer,camp_2,16,1390,Multivitamin,2025-05-19 19:32:40.393104,0,0
organic,,,1185,Multivitamin,2025-06-16 19:32:40.393104,0,0
organic,,,1574,Supplement,2025-08-05 19:32:40.393104,0,0
organic,,,387,Protein,2025-06-05 19:32:40.393104,1,1999
organic,,,691,Protein,2025-08-04 19:32:40.393104,0,0
influencer,camp_5,1,295,Multivitamin,2025-07-30 19:32:40.393104,0,0
organic,,,770,Snack,2025-07-10 19:32:40.393104,0,0
organic,,,420,Snack,2025-08-06 19:32:40.393104,0,0
influencer,camp_5,11,63,Multivitamin,2025-05-15 19:32:40.393104,0,0
organic,,,875,Supplement,2025-06-01 19:32:40.393104,0,0
influencer,camp_1,1,974,Multivitamin,2025-05-28 19:32:40.393104,0,0
paid_ad,camp_3,,714,Multivitamin,2025-08-01 19:32:40.393104,0,0
paid_ad,camp_2,,803,Protein,2025-06-10 19:32:40.393104,0,0
influencer,camp_5,20,1559,Supplement,2025-07-24 19:32:40.393104,0,0
organic,,,1572,Protein,2025-06-28 19:32:40.393104,0,0
influencer,camp_1,9,881,Multivitamin,2025-07-02 19:32:40.393104,0,0
organic,,,630,Snack,2025-07-28 19:32:40.393104,0,0
organic,,,414,Multivitamin,2025-06-09 19:32:40.393104,0,0
organic,,,653,Supplement,2025-06-03 19:32:40.393104,0,0
influencer,camp_1,2,1271,Protein,2025-07-18 19:32:40.393104,0,0
influencer,camp_4,11,1438,Supplement,2025-08-02 19:32:40.393104,0,0
influencer,camp_3,9,115,Multivitamin,2025-07-07 19:32:40.393104,0,0
influencer,camp_1,8,118,Snack,2025-07-03 19:32:40.393104,0,0
organic,,,19,Supplement,2025-07-16 19:32:40.393104,0,0
organic,,,1378,Multivitamin,2025-07-04 19:32:40.393104,0,0
organic,,,205,Protein,2025-05-24 19:32:40.393104,0,0
organic,,,856,Snack,2025-05-24 19:32:40.393104,0,0
organic,,,1031,Snack,2025-06-20 19:32:40.393104,0,0
influencer,camp_4,3,171,Snack,2025-08-01 19:32:40.393104,0,0
influencer,camp_1,9,1168,Supplement,2025-07-20 19:32:40.393104,0,0
influencer,camp_1,9,499,Snack,2025-06-23 19:32:40.393104,0,0
organic,,,429,Snack,2025-05-20 19:32:40.393104,0,0
paid_ad,camp_4,,658,Supplement,2025-06-01 19:32:40.393104,0,0
organic,,,751,Supplement,2025-07-29 19:32:40.393104,0,0
organic,,,685,Protein,2025-07-25 19:32:40.393104,0,0
organic,,,221,Protein,2025-06-23 19:32:40.393104,0,0
organic,,,1856,Snack,2025-06-16 19:32:40.393104,0,0
organic,,,843,Snack,2025-08-05 19:32:40.393104,0,0
paid_ad,camp_1,,1086,Protein,2025-05-14 19:32:40.393104,0,0
organic,,,1956,Multivitamin,2025-07-02 19:32:40.393104,0,0
organic,,,807,Supplement,2025-05-26 19:32:40.393104,0,0
organic,,,44,Snack,2025-07-12 19:32:40.393104,0,0
influencer,camp_4,16,925,Snack,2025-07-07 19:32:40.393104,0,0
organic,,,490,Multivitamin,2025-07-21 19:32:40.393104,0,0
organic,,,1293,Supplement,2025-06-01 19:32:40.393104,0,0
influencer,camp_2,12,1261,Multivitamin,2025-06-28 19:32:40.393104,0,0
influencer,camp_1,19,514,Multivitamin,2025-06-23 19:32:40.393104,1,499
organic,,,239,Snack,2025-07-10 19:32:40.393104,0,0
organic,,,156,Multivitamin,2025-06-02 19:32:40.393104,0,0
organic,,,1610,Snack,2025-07-26 19:32:40.393104,0,0
organic,,,838,Multivitamin,2025-07-15 19:32:40.393104,0,0
influencer,camp_4,6,392,Protein,2025-08-01 19:32:40.393104,0,0
paid_ad,camp_5,,1144,Supplement,2025-06-12 19:32:40.393104,0,0
paid_ad,camp_5,,455,Multivitamin,2025-05-22 19:32:40.393104,0,0
paid_ad,camp_3,,1792,Snack,2025-08-11 19:32:40.393104,0,0
organic,,,480,Snack,2025-08-11 19:32:40.393104,0,0
organic,,,1424,Protein,2025-08-08 19:32:40.393104,0,0
organic,,,499,Multivitamin,2025-06-11 19:32:40.393104,0,0
influencer,camp_3,14,598,Supplement,2025-07-09 19:32:40.393104,0,0
organic,,,1466,Supplement,2025-06-20 19:32:40.393104,0,0
influencer,camp_4,19,537,Snack,2025-07-13 19:32:40.393104,0,0
organic,,,1072,Supplement,2025-06-17 19:32:40.393104,0,0
organic,,,1733,Protein,2025-08-11 19:32:40.393104,0,0
paid_ad,camp_3,,1782,Supplement,2025-08-06 19:32:40.393104,0,0
organic,,,189,Snack,2025-07-30 19:32:40.393104,0,0
organic,,,277,Snack,2025-07-15 19:32:40.393104,0,0
influencer,camp_4,19,1206,Protein,2025-07-10 19:32:40.393104,0,0
organic,,,406,Snack,2025-06-23 19:32:40.393104,0,0
organic,,,1428,Protein,2025-07-07 19:32:40.393104,0,0
paid_ad,camp_5,,1320,Multivitamin,2025-08-03 19:32:40.393104,0,0
organic,,,973,Protein,2025-06-07 19:32:40.393104,0,0
organic,,,1611,Supplement,2025-07-06 19:32:40.393104,0,0
influencer,camp_3,17,296,Supplement,2025-07-08 19:32:40.393104,0,0
organic,,,519,Snack,2025-08-01 19:32:40.393104,0,0
influencer,camp_1,9,1239,Snack,2025-06-01 19:32:40.393104,0,0
paid_ad,camp_5,,1288,Protein,2025-05-19 19:32:40.393104,0,0
organic,,,1655,Protein,2025-07-29 19:32:40.393104,0,0
organic,,,494,Multivitamin,2025-06-20 19:32:40.393104,0,0
influencer,camp_5,10,276,Supplement,2025-05-29 19:32:40.393104,0,0
influencer,camp_5,8,1662,Supplement,2025-05-14 19:32:40.393104,0,0
influencer,camp_4,10,862,Snack,2025-06-15 19:32:40.393104,0,0
influencer,camp_2,4,101,Snack,2025-07-22 19:32:40.393104,0,0
organic,,,31,Supplement,2025-07-08 19:32:40.393104,0,0
organic,,,486,Supplement,2025-05-26 19:32:40.393104,0,0
organic,,,1852,Protein,2025-06-22 19:32:40.393104,0,0
organic,,,825,Protein,2025-06-20 19:32:40.393104,0,0
organic,,,1113,Snack,2025-08-11 19:32:40.393104,0,0
influencer,camp_2,7,1295,Protein,2025-08-11 19:32:40.393104,0,0
organic,,,1755,Protein,2025-07-19 19:32:40.393104,0,0
paid_ad,camp_4,,1062,Snack,2025-05-24 19:32:40.393104,0,0
organic,,,187,Multivitamin,2025-08-03 19:32:40.393104,0,0
organic,,,1253,Protein,2025-07-05 19:32:40.393104,0,0
influencer,camp_4,7,310,Supplement,2025-06-16 19:32:40.393104,0,0
influencer,camp_5,3,53,Protein,2025-06-19 19:32:40.393104,0,0
paid_ad,camp_3,,422,Supplement,2025-06-16 19:32:40.393104,0,0
organic,,,906,Snack,2025-06-13 19:32:40.393104,0,0
organic,,,1279,Supplement,2025-07-13 19:32:40.393104,0,0
paid_ad,camp_2,,725,Snack,2025-07-06 19:32:40.393104,0,0
influencer,camp_5,20,1650,Protein,2025-06-03 19:32:40.393104,0,0
influencer,camp_3,8,1297,Multivitamin,2025-08-07 19:32:40.393104,0,0
organic,,,1498,Protein,2025-06-25 19:32:40.393104,0,0
influencer,camp_5,2,1725,Multivitamin,2025-06-21 19:32:40.393104,0,0
organic,,,608,Multivitamin,2025-07-27 19:32:40.393104,0,0
influencer,camp_2,17,606,Supplement,2025-06-03 19:32:40.393104,0,0
organic,,,1388,Snack,2025-07-09 19:32:40.393104,0,0
paid_ad,camp_1,,308,Snack,2025-05-28 19:32:40.393104,0,0
influencer,camp_3,1,1824,Protein,2025-05-24 19:32:40.393104,0,0
organic,,,1214,Snack,2025-07-25 19:32:40.393104,0,0
influencer,camp_2,17,615,Protein,2025-06-04 19:32:40.393104,0,0
influencer,camp_3,19,614,Multivitamin,2025-05-21 19:32:40.393104,0,0
influencer,camp_3,19,856,Multivitamin,2025-07-13 19:32:40.393104,0,0
organic,,,273,Supplement,2025-06-11 19:32:40.393104,0,0
paid_ad,camp_2,,293,Supplement,2025-06-14 19:32:40.393104,0,0
influencer,camp_2,17,1293,Protein,2025-06-14 19:32:40.393104,0,0
organic,,,252,Supplement,2025-06-11 19:32:40.393104,0,0
paid_ad,camp_2,,210,Protein,2025-08-06 19:32:40.393104,0,0
influencer,camp_5,9,900,Snack,2025-05-28 19:32:40.393104,0,0
paid_ad,camp_1,,537,Snack,2025-06-05 19:32:40.393104,0,0
organic,,,1306,Supplement,2025-07-05 19:32:40.393104,0,0
organic,,,1219,Supplement,2025-07-23 19:32:40.393104,0,0
influencer,camp_4,15,1717,Multivitamin,2025-07-30 19:32:40.393104,0,0
influencer,camp_2,16,87,Protein,2025-06-22 19:32:40.393104,0,0
organic,,,149,Protein,2025-07-27 19:32:40.393104,0,0
influencer,camp_1,15,1505,Multivitamin,2025-06-09 19:32:40.393104,0,0
organic,,,789,Multivitamin,2025-07-02 19:32:40.393104,0,0
organic,,,1388,Supplement,2025-07-05 19:32:40.393104,0,0
organic,,,726,Supplement,2025-08-02 19:32:40.393104,0,0
influencer,camp_5,11,1204,Protein,2025-07-23 19:32:40.393104,0,0
influencer,camp_1,6,56,Protein,2025-06-03 19:32:40.393104,0,0
influencer,camp_3,11,360,Supplement,2025-06-03 19:32:40.393104,0,0
influencer,camp_2,9,1992,Snack,2025-08-09 19:32:40.393104,0,0
influencer,camp_1,12,1271,Protein,2025-06-24 19:32:40.393104,0,0
influencer,camp_3,10,1857,Multivitamin,2025-08-02 19:32:40.393104,0,0
organic,,,1232,Snack,2025-05-18 19:32:40.393104,0,0
paid_ad,camp_5,,657,Supplement,2025-06-26 19:32:40.393104,0,0
paid_ad,camp_3,,655,Snack,2025-07-23 19:32:40.393104,0,0
influencer,camp_2,17,1084,Snack,2025-06-30 19:32:40.393104,0,0
influencer,camp_5,18,1556,Multivitamin,2025-06-12 19:32:40.393104,0,0
organic,,,903,Snack,2025-06-29 19:32:40.393104,0,0
organic,,,1004,Snack,2025-06-14 19:32:40.393104,0,0
paid_ad,camp_3,,122,Supplement,2025-06-11 19:32:40.393104,0,0
influencer,camp_4,4,1074,Protein,2025-06-30 19:32:40.393104,0,0
influencer,camp_5,16,808,Multivitamin,2025-05-28 19:32:40.393104,0,0
organic,,,1218,Multivitamin,2025-06-11 19:32:40.393104,0,0
organic,,,201,Multivitamin,2025-08-01 19:32:40.393104,0,0
organic,,,103,Protein,2025-06-08 19:32:40.393104,0,0
influencer,camp_5,7,658,Supplement,2025-06-22 19:32:40.393104,0,0
organic,,,350,Multivitamin,2025-06-04 19:32:40.393104,0,0
organic,,,919,Multivitamin,2025-07-28 19:32:40.393104,0,0
organic,,,457,Supplement,2025-06-02 19:32:40.393104,0,0
paid_ad,camp_1,,835,Snack,2025-08-10 19:32:40.393104,1,1999
influencer,camp_3,6,809,Snack,2025-08-07 19:32:40.393104,0,0
paid_ad,camp_1,,973,Snack,2025-08-11 19:32:40.393104,0,0
influencer,camp_5,9,1554,Protein,2025-05-30 19:32:40.393104,0,0
organic,,,1071,Snack,2025-06-20 19:32:40.393104,0,0
organic,,,1272,Protein,2025-07-24 19:32:40.393104,0,0
organic,,,1338,Snack,2025-05-15 19:32:40.393104,0,0
influencer,camp_1,3,48,Snack,2025-05-16 19:32:40.393104,0,0
influencer,camp_3,2,1472,Supplement,2025-05-17 19:32:40.393104,0,0
organic,,,784,Multivitamin,2025-07-30 19:32:40.393104,0,0
organic,,,262,Snack,2025-06-10 19:32:40.393104,0,0
organic,,,1724,Snack,2025-05-14 19:32:40.393104,0,0
organic,,,283,Supplement,2025-08-03 19:32:40.393104,0,0
influencer,camp_1,12,575,Protein,2025-07-27 19:32:40.393104,0,0
influencer,camp_5,8,376,Protein,2025-05-22 19:32:40.393104,0,0
paid_ad,camp_5,,1199,Multivitamin,2025-06-08 19:32:40.393104,0,0
organic,,,1204,Protein,2025-07-18 19:32:40.393104,0,0
organic,,,1966,Protein,2025-07-04 19:32:40.393104,0,0
influencer,camp_2,20,1335,Protein,2025-06-07 19:32:40.393104,0,0
paid_ad,camp_3,,965,Multivitamin,2025-06-18 19:32:40.393104,0,0
paid_ad,camp_1,,830,Supplement,2025-08-01 19:32:40.393104,0,0
influencer,camp_1,6,1767,Multivitamin,2025-07-31 19:32:40.393104,0,0
paid_ad,camp_5,,1312,Multivitamin,2025-05-18 19:32:40.393104,0,0
organic,,,278,Protein,2025-08-11 19:32:40.393104,0,0
organic,,,618,Supplement,2025-08-09 19:32:40.393104,0,0
organic,,,163,Protein,2025-07-10 19:32:40.393104,1,1999
organic,,,1858,Multivitamin,2025-06-21 19:32:40.393104,0,0
paid_ad,camp_1,,1888,Multivitamin,2025-05-16 19:32:40.393104,0,0
organic,,,907,Supplement,2025-07-07 19:32:40.393104,0,0
organic,,,607,Snack,2025-08-11 19:32:40.393104,0,0
organic,,,1205,Multivitamin,2025-07-07 19:32:40.393104,0,0
influencer,camp_2,18,410,Snack,2025-08-08 19:32:40.393104,0,0
organic,,,795,Multivitamin,2025-07-21 19:32:40.393104,0,0
organic,,,30,Supplement,2025-07-22 19:32:40.393104,0,0
influencer,camp_5,13,298,Supplement,2025-07-20 19:32:40.393104,0,0
influencer,camp_2,18,1558,Snack,2025-05-24 19:32:40.393104,1,1999
paid_ad,camp_1,,1625,Supplement,2025-05-25 19:32:40.393104,0,0
paid_ad,camp_4,,1762,Snack,2025-07-09 19:32:40.393104,0,0
organic,,,1432,Multivitamin,2025-07-12 19:32:40.393104,0,0
paid_ad,camp_2,,527,Supplement,2025-05-28 19:32:40.393104,0,0
influencer,camp_4,18,622,Supplement,2025-06-13 19:32:40.393104,0,0
influencer,camp_1,14,1709,Snack,2025-07-15 19:32:40.393104,0,0
organic,,,941,Multivitamin,2025-07-05 19:32:40.393104,0,0
influencer,camp_4,5,123,Supplement,2025-06-12 19:32:40.393104,0,0
paid_ad,camp_4,,912,Snack,2025-07-03 19:32:40.393104,0,0
paid_ad,camp_4,,1425,Snack,2025-06-27 19:32:40.393104,0,0
organic,,,855,Snack,2025-06-09 19:32:40.393104,0,0
organic,,,1311,Supplement,2025-06-05 19:32:40.393104,0,0
paid_ad,camp_1,,800,Snack,2025-07-27 19:32:40.393104,0,0
organic,,,1631,Protein,2025-08-10 19:32:40.393104,0,0
organic,,,1271,Supplement,2025-05-22 19:32:40.393104,0,0
organic,,,566,Protein,2025-05-21 19:32:40.393104,0,0
organic,,,1582,Snack,2025-06-12 19:32:40.393104,0,0
organic,,,706,Multivitamin,2025-07-06 19:32:40.393104,0,0
organic,,,131,Protein,2025-07-05 19:32:40.393104,0,0
organic,,,276,Supplement,2025-06-21 19:32:40.393104,1,1499
organic,,,685,Protein,2025-05-16 19:32:40.393104,0,0
organic,,,111,Multivitamin,2025-06-03 19:32:40.393104,0,0
organic,,,1834,Snack,2025-06-26 19:32:40.393104,0,0
influencer,camp_3,19,137,Supplement,2025-05-23 19:32:40.393104,0,0
influencer,camp_4,11,666,Multivitamin,2025-06-30 19:32:40.393104,0,0
organic,,,742,Supplement,2025-08-02 19:32:40.393104,0,0
organic,,,52,Supplement,2025-05-20 19:32:40.393104,0,0
organic,,,1945,Multivitamin,2025-07-03 19:32:40.393104,0,0
influencer,camp_1,16,1445,Protein,2025-08-09 19:32:40.393104,0,0
organic,,,116,Snack,2025-08-05 19:32:40.393104,0,0
organic,,,523,Protein,2025-06-05 19:32:40.393104,0,0
paid_ad,camp_4,,747,Multivitamin,2025-07-26 19:32:40.393104,0,0
influencer,camp_5,17,782,Snack,2025-06-23 19:32:40.393104,0,0
organic,,,79,Protein,2025-06-20 19:32:40.393104,0,0
organic,,,1205,Supplement,2025-06-18 19:32:40.393104,0,0
organic,,,1514,Protein,2025-08-07 19:32:40.393104,0,0
organic,,,1465,Protein,2025-05-24 19:32:40.393104,0,0
influencer,camp_4,2,513,Supplement,2025-07-19 19:32:40.393104,0,0
influencer,camp_3,18,1537,Protein,2025-05-22 19:32:40.393104,0,0
organic,,,292,Snack,2025-07-14 19:32:40.393104,0,0
influencer,camp_5,16,1682,Snack,2025-05-27 19:32:40.393104,0,0
organic,,,1553,Multivitamin,2025-07-20 19:32:40.393104,0,0
influencer,camp_2,11,542,Multivitamin,2025-07-09 19:32:40.393104,0,0
influencer,camp_4,1,693,Snack,2025-07-31 19:32:40.393104,1,499
paid_ad,camp_1,,1736,Snack,2025-06-29 19:32:40.393104,0,0
organic,,,1962,Protein,2025-07-23 19:32:40.393104,0,0
paid_ad,camp_5,,905,Supplement,2025-07-26 19:32:40.393104,0,0
organic,,,271,Snack,2025-06-17 19:32:40.393104,0,0
paid_ad,camp_3,,1159,Supplement,2025-07-20 19:32:40.393104,0,0
paid_ad,camp_5,,1631,Supplement,2025-05-31 19:32:40.393104,0,0
influencer,camp_3,6,22,Multivitamin,2025-07-23 19:32:40.393104,0,0
paid_ad,camp_1,,144,Snack,2025-07-07 19:32:40.393104,0,0
influencer,camp_2,5,265,Snack,2025-07-23 19:32:40.393104,0,0
organic,,,1275,Snack,2025-07-09 19:32:40.393104,0,0
organic,,,1363,Protein,2025-06-17 19:32:40.393104,0,0
organic,,,1318,Snack,2025-08-01 19:32:40.393104,0,0
organic,,,340,Snack,2025-05-19 19:32:40.393104,0,0
organic,,,1040,Supplement,2025-06-01 19:32:40.393104,0,0
paid_ad,camp_1,,1017,Snack,2025-05-17 19:32:40.393104,0,0
influencer,camp_2,11,1452,Supplement,2025-07-28 19:32:40.393104,0,0
paid_ad,camp_4,,12,Supplement,2025-05-25 19:32:40.393104,0,0
influencer,camp_5,6,889,Snack,2025-07-18 19:32:40.393104,0,0
organic,,,1579,Multivitamin,2025-07-13 19:32:40.393104,0,0
organic,,,179,Supplement,2025-06-27 19:32:40.393104,0,0
organic,,,732,Multivitamin,2025-08-10 19:32:40.393104,0,0
organic,,,904,Supplement,2025-06-11 19:32:40.393104,0,0
influencer,camp_2,18,1733,Snack,2025-06-01 19:32:40.393104,0,0
paid_ad,camp_3,,175,Snack,2025-06-22 19:32:40.393104,0,0
paid_ad,camp_4,,1171,Protein,2025-07-14 19:32:40.393104,1,499
organic,,,1752,Snack,2025-07-19 19:32:40.393104,0,0
influencer,camp_3,12,1526,Snack,2025-06-07 19:32:40.393104,0,0
paid_ad,camp_2,,1564,Protein,2025-05-30 19:32:40.393104,1,1499
organic,,,127,Supplement,2025-07-13 19:32:40.393104,0,0
influencer,camp_5,16,310,Snack,2025-06-18 19:32:40.393104,0,0
paid_ad,camp_3,,794,Protein,2025-06-19 19:32:40.393104,0,0
organic,,,1899,Multivitamin,2025-08-06 19:32:40.393104,0,0
organic,,,1249,Snack,2025-07-02 19:32:40.393104,0,0
organic,,,1112,Supplement,2025-06-05 19:32:40.393104,0,0
organic,,,340,Snack,2025-07-15 19:32:40.393104,0,0
organic,,,533,Supplement,2025-05-25 19:32:40.393104,0,0
paid_ad,camp_2,,101,Supplement,2025-07-06 19:32:40.393104,0,0
organic,,,1522,Snack,2025-06-08 19:32:40.393104,0,0
organic,,,1099,Supplement,2025-05-25 19:32:40.393104,0,0
influencer,camp_1,17,1688,Supplement,2025-06-19 19:32:40.393104,0,0
influencer,camp_3,11,153,Multivitamin,2025-08-02 19:32:40.393104,0,0
organic,,,1049,Snack,2025-06-06 19:32:40.393104,0,0
influencer,camp_5,8,930,Snack,2025-06-17 19:32:40.393104,0,0
influencer,camp_1,9,1658,Supplement,2025-05-29 19:32:40.393104,0,0
organic,,,756,Supplement,2025-06-19 19:32:40.393104,0,0
organic,,,516,Protein,2025-06-10 19:32:40.393104,0,0
organic,,,272,Protein,2025-08-01 19:32:40.393104,0,0
